GENE	ctrl1	ctrl2	ctrl3	treat1	treat2	treat3
Sqstm1	7524	7487	8196	8583	9205	9962
Sra1	1111	1205	1381	1350	1403	1556
Srbd1	270	275	335	314	327	375
Src	1149	1471	1235	1356	1552	1772
Srcin1	749	883	932	844	966	956
Srcrb4d	49	45	46	62	75	61
Srd5a1	421	589	596	663	769	772
Srd5a2	15	7	27	8	9	16
Srd5a3	456	479	533	612	660	692
Srebf1	1126	1273	1302	1392	1529	1741
Srebf2	1809	2131	2117	2224	2520	2782
Srek1	992	1231	1281	1027	1159	1193
Srek1ip1	695	684	684	714	661	757
Srf	957	1016	1022	1047	1037	1158
Srfbp1	247	238	294	265	239	281
Srgap1	120	123	168	149	103	119
Srgap2	474	485	530	449	455	415
Srgap3	1077	1500	1280	993	1236	1219
Srgn	346	290	353	305	283	320
Sri	4386	5279	5257	5573	6286	7079
Srl	161	138	180	114	122	171
Srm	221	250	266	234	255	299
Srms	4	5	6	13	6	3
Srp14	1575	1828	1869	1657	1768	2170
Srp19	475	547	551	531	551	626
Srp54a	70	60	57	84	76	101
Srp54b	0	0	0	0	0	0
Srp54c	136	185	164	191	190	235
Srp68	1635	1795	1808	1720	1797	2019
Srp72	2053	2071	2193	2385	2479	2823
Srp9	696	711	842	773	777	809
Srpk1	884	863	962	988	950	1032
Srpk2	985	1128	1044	1141	1293	1453
Srpk3	11	12	9	9	5	10
Srpr	2067	2357	2404	2364	2578	2790
Srprb	1112	1425	1368	1242	1427	1508
Srpx	6	3	8	6	11	3
Srpx2	13	4	25	6	10	9
Srr	1296	1181	1430	1254	1276	1242
Srrd	129	136	112	122	137	135
Srrm1	1981	2285	2106	1994	2354	2410
Srrm2	4929	5652	5767	4964	5205	5136
Srrm3	0	2	0	0	0	0
Srrm4	10	8	6	10	5	6
Srrm4os	0	0	0	0	0	0
Srrt	1544	1747	1737	1632	1679	1982
Srsf1	4266	4690	5074	5032	4770	5159
Srsf10	782	1021	981	865	989	979
Srsf11	2153	2421	2601	2311	2374	2421
Srsf12	0	5	8	4	4	3
Srsf2	3375	3871	4005	3488	4066	4110
Srsf3	1478	1733	1785	1671	1742	1808
Srsf4	278	319	316	276	352	332
Srsf5	1575	1566	1840	1499	1832	1792
Srsf6	3289	3688	3867	3556	3504	3807
Srsf7	1569	1886	1805	1432	1530	1686
Srsf9	966	1065	1068	1074	1230	1333
Srxn1	2620	3158	2862	3843	3953	5158
Sry	0	0	0	0	0	0
Ss18	1042	1171	1179	1092	1099	1251
Ss18l1	462	563	562	458	541	518
Ssb	2543	2800	2808	2717	2785	3187
Ssbp1	400	435	449	403	411	441
Ssbp2	282	303	326	266	263	312
Ssbp3	1514	1793	1670	1999	1990	2180
Ssbp4	1100	1568	1321	1538	2011	2192
Ssc5d	5	4	9	0	5	2
Ssfa2	2465	2738	3065	2654	2721	2609
Ssh1	145	168	206	143	173	175
Ssh2	480	580	514	545	642	517
Ssh3	814	1039	910	907	993	1054
Ssmem1	0	4	1	2	0	0
Ssna1	556	624	573	635	691	739
Sspn	113	106	114	93	110	82
Sspo	11	8	23	15	15	13
Ssr1	2768	3097	3303	2985	3215	3532
Ssr2	1813	2021	2179	2049	2110	2458
Ssr3	5126	5462	5797	5533	5992	6182
Ssr4	1538	1706	1632	1769	1964	2199
Ssrp1	2194	2434	2440	2675	2718	3100
Sssca1	304	316	337	360	377	422
Sst	0	0	0	0	0	0
Sstr1	1	2	3	2	2	0
Sstr2	5	3	7	4	7	8
Sstr3	4	7	8	4	3	3
Sstr4	0	2	3	3	1	0
Sstr5	0	0	0	0	0	0
Ssty1	0	0	0	0	0	0
Ssty2	0	0	0	0	0	0
Ssu2	2	4	7	4	4	1
Ssu72	1039	1192	1246	1279	1239	1540
Ssx2ip	919	1125	1044	1082	1119	1213
Ssx9	0	0	0	0	0	0
Ssxb1	0	0	0	0	0	0
Ssxb10	0	0	0	0	0	0
Ssxb2	0	0	0	0	0	0
Ssxb3	0	0	0	0	0	0
Ssxb5	0	0	0	0	0	0
Ssxb6	0	0	0	0	0	0
Ssxb8	0	0	0	0	0	0
Ssxb9	0	0	0	0	0	0
St13	3715	3482	3821	3918	4082	4581
St14	5183	6746	5900	6219	8198	9072
St18	0	1	0	0	0	2
St3gal1	167	133	166	199	166	129
St3gal2	598	605	617	648	638	658
St3gal3	847	833	960	1043	912	1052
St3gal4	113	92	128	84	113	81
St3gal5	27	38	31	39	39	21
St3gal6	836	908	956	845	949	1039
St5	1262	1606	1505	1521	1829	2039
St6gal1	2406	3172	2645	2583	3052	3578
St6gal2	0	0	0	0	0	0
St6galnac1	0	0	0	0	0	0
St6galnac2	3057	3140	3624	3361	3542	4198
St6galnac3	61	45	64	64	56	47
St6galnac4	32	37	27	32	24	38
St6galnac5	3	2	3	1	2	1
St6galnac6	89	75	126	99	82	53
St7	284	383	359	351	428	467
St7l	519	685	702	603	609	670
St8sia1	972	696	1274	843	639	664
St8sia2	1	0	6	2	5	0
St8sia3	0	0	0	0	0	0
St8sia3os	0	0	0	0	0	0
St8sia4	94	193	185	77	110	93
St8sia5	5	2	3	15	9	11
St8sia6	180	131	197	120	140	106
Stab1	174	180	244	191	216	155
Stab2	180	98	221	134	141	119
Stac	5	11	11	5	7	4
Stac2	0	2	0	0	3	1
Stac3	11	10	10	6	2	9
Stag1	931	1030	1089	1018	1027	1154
Stag2	2326	2569	2774	2506	2842	2835
Stag3	5	1	6	3	7	1
Stam	815	867	931	939	969	1187
Stam2	980	1141	1130	1199	1306	1413
Stambp	660	705	697	813	852	1006
Stambpl1	86	93	121	148	172	164
Stamos	32	51	54	49	48	60
Stap1	414	482	461	595	609	691
Stap2	482	696	668	940	999	1175
Star	125	104	128	93	120	98
Stard10	5264	4897	6443	5273	5227	5192
Stard13	417	466	484	442	457	488
Stard3	740	818	890	840	842	947
Stard3nl	548	584	694	534	588	531
Stard4	1482	1838	1657	1670	1888	2178
Stard5	2503	2819	3116	2594	2822	2842
Stard6	5	7	8	2	2	5
Stard7	3378	3638	4017	3820	4160	4546
Stard8	2915	3629	3274	2890	3005	3263
Stat1	1136	1102	1237	1482	1621	2069
Stat2	386	418	410	416	496	488
Stat3	2550	3249	2839	3172	3583	4067
Stat4	1	7	15	9	3	8
Stat5a	331	317	334	354	309	350
Stat5b	760	775	823	680	812	860
Stat6	1622	1772	1881	2030	2025	2400
Stau1	1869	2053	2073	2014	2185	2287
Stau2	728	760	755	783	945	1100
Stbd1	105	78	116	46	49	53
Stc1	1076	1697	1333	1901	1778	2408
Stc2	68	57	63	67	48	42
Steap1	118	72	100	99	110	68
Steap2	2622	1815	2738	2232	2055	1852
Steap3	352	278	442	274	274	302
Steap4	21	19	21	19	27	12
Stfa1	0	0	0	0	0	0
Stfa2	0	0	0	0	0	0
Stfa2l1	0	0	0	0	0	0
Stfa3	0	0	0	0	0	0
Stil	24	24	31	13	16	37
Stim1	774	912	769	782	1051	1087
Stim2	592	685	684	579	815	704
Stip1	2068	2391	2260	2526	2561	3062
Stk10	138	164	156	127	135	169
Stk11	1794	2138	2115	2070	2416	2534
Stk11ip	482	611	610	710	681	790
Stk16	1762	1872	2048	1903	1819	1933
Stk17b	595	708	666	645	785	895
Stk19	211	242	229	238	209	220
Stk24	1582	1768	1803	1962	2182	2401
Stk25	2236	2591	2614	2386	2665	2946
Stk3	640	573	697	612	574	725
Stk30	253	255	288	254	248	320
Stk31	0	1	0	0	0	0
Stk32a	130	166	172	77	74	81
Stk32b	278	192	319	223	194	165
Stk32c	42	21	26	15	12	14
Stk33	0	0	0	0	0	0
Stk35	541	623	711	492	533	536
Stk36	128	147	151	157	187	140
Stk38	1479	1822	1695	1957	1963	2083
Stk38l	371	379	419	404	391	412
Stk39	2023	2772	2539	2856	3399	3962
Stk4	1093	1369	1211	1317	1431	1440
Stk40	1413	1627	1668	1493	1477	1719
Stmn1	63	51	90	69	60	86
Stmn1-rs1	0	0	0	0	0	0
Stmn2	22	8	12	6	7	6
Stmn3	3	0	2	0	1	1
Stmn4	0	5	1	1	4	0
Stmnd1	0	0	2	1	1	0
Stom	184	181	213	182	196	223
Stoml1	353	375	399	354	411	376
Stoml2	1000	1011	1127	1206	1337	1545
Stoml3	2	4	1	0	1	1
Ston1	197	144	188	203	161	144
Ston2	1320	1313	1610	1204	1486	1343
Stox1	8	6	15	5	11	7
Stox2	594	689	639	534	615	622
Stpg1	12	18	6	9	15	15
Stpg2	1	3	4	2	0	2
Stra13	768	853	953	785	803	873
Stra6	83	69	76	97	116	128
Stra8	0	0	0	0	0	0
Strada	373	424	454	461	468	502
Stradb	934	882	1088	808	852	909
Strap	2715	3007	3150	3169	3168	3830
Strbp	1747	1930	1880	2244	2518	3037
Strc	2	5	3	2	17	7
Strip1	989	1129	1157	1038	1101	1081
Strip2	620	948	740	593	736	739
Strn	318	409	351	440	464	507
Strn3	2145	2618	2602	2566	2675	3018
Strn4	1662	1950	1797	1942	2183	2357
Stt3a	2869	3333	3139	3395	3422	3595
Stt3b	3385	3662	3776	3489	3786	4085
Stub1	707	773	804	861	872	916
Stx11	19	8	24	12	31	21
Stx12	1471	1642	1766	1732	1741	2026
Stx16	1259	1486	1594	1283	1413	1433
Stx17	675	742	841	834	853	846
Stx18	612	611	653	826	719	787
Stx19	2	0	0	0	0	0
Stx1a	34	23	20	9	13	19
Stx1b	0	1	3	2	1	0
Stx2	338	309	387	299	279	315
Stx3	1109	1146	1309	1299	1306	1284
Stx4a	1048	1163	1250	1228	1332	1307
Stx5a	1321	1479	1445	1292	1340	1521
Stx6	970	1225	1211	1158	1292	1467
Stx7	6715	7616	7702	7973	9089	10420
Stx8	762	912	817	901	1028	1259
Stxbp1	203	253	218	215	268	271
Stxbp2	2437	2831	2865	3118	3507	3946
Stxbp3a	926	984	1067	1162	1267	1424
Stxbp3b	181	172	208	237	265	243
Stxbp4	566	571	601	582	562	580
Stxbp5	691	850	877	941	910	967
Stxbp5l	120	77	136	127	111	77
Stxbp6	909	952	1065	914	1069	1087
Styk1	161	206	202	153	219	210
Styx	13	11	20	21	14	14
Styxl1	6	2	2	5	14	4
Sub1	1658	1952	1962	1740	2006	2137
Sucla2	5844	6148	6459	7338	7830	9010
Suclg1	7250	7278	8225	8484	8317	9460
Suclg2	3945	3944	4180	4198	3873	4258
Sucnr1	129	122	204	162	113	73
Suco	1373	1546	1592	1397	1541	1641
Suds3	3122	3512	3572	3415	4103	4300
Sufu	984	969	1180	1048	994	1028
Sugct	1576	1368	1849	1033	979	960
Sugp1	553	584	586	595	720	716
Sugp2	297	366	404	345	444	367
Sugt1	1187	1244	1343	1480	1496	1844
Sulf1	50	58	59	65	25	37
Sulf2	462	527	593	736	838	1121
Sult1a1	313	364	322	438	454	465
Sult1b1	44	41	77	60	39	50
Sult1c1	0	0	0	0	0	0
Sult1c2	1452	1100	1648	2117	1672	1575
Sult1d1	8400	6430	9140	8347	9439	6280
Sult1e1	0	0	0	0	0	0
Sult2a1	0	1	1	0	0	0
Sult2a2	0	0	0	0	0	0
Sult2a3	35	45	23	15	22	22
Sult2a4	2	1	0	0	0	1
Sult2a5	0	0	0	0	0	0
Sult2a6	0	0	0	0	0	0
Sult2a7	0	0	0	0	0	0
Sult2b1	25	43	42	49	62	76
Sult3a1	0	0	0	0	0	0
Sult4a1	5	4	7	7	3	9
Sult5a1	249	256	212	530	508	541
Sult6b1	14	9	10	13	13	17
Sumf1	1532	1685	1775	1888	2095	2185
Sumf2	365	366	388	335	382	421
Sumo1	532	525	581	500	493	561
Sumo2	23	26	20	24	13	11
Sumo3	2040	2185	2259	2310	2469	2659
Sun1	1253	1403	1359	1265	1413	1518
Sun2	1820	2169	2025	1806	2226	2261
Sun3	20	16	30	24	17	20
Sun5	0	0	0	0	0	0
Suox	1493	1609	1731	1751	1770	1954
Supt16	1040	1214	1172	1148	1249	1380
Supt20	453	527	555	564	558	569
Supt3	249	289	304	221	280	347
Supt4a	331	348	375	330	389	359
Supt5	2030	2226	2225	2175	2492	2598
Supt6	1850	2070	1998	1990	2142	2338
Supt7l	504	581	573	612	627	715
Supv3l1	593	730	750	781	781	874
Surf1	961	1059	1002	1107	1187	1288
Surf2	332	352	358	320	349	390
Surf4	3920	4122	4501	4092	4177	4746
Surf6	451	505	511	445	493	520
Susd1	815	1062	989	866	981	1145
Susd2	1727	1440	2252	1354	1152	1000
Susd3	350	310	496	209	187	187
Susd4	204	278	220	242	259	288
Susd5	31	25	48	10	12	8
Suv39h1	214	279	271	210	285	284
Suv39h2	50	46	53	40	36	47
Suv420h1	1376	1669	1593	1576	1621	1683
Suv420h2	728	827	867	876	926	909
Suz12	1516	1625	1705	1641	1716	1877
Sv2a	595	772	662	1098	1207	1473
Sv2b	0	0	0	0	0	0
Sv2c	41	37	22	21	32	60
Sva	0	0	0	0	0	0
Sval1	0	0	0	0	0	0
Sval2	0	0	0	0	0	0
Sval3	0	0	0	0	0	0
Svep1	61	39	43	38	40	34
Svil	1021	1125	1064	1022	1172	1127
Svip	835	832	1043	880	1007	998
Svop	14	10	13	14	6	5
Svopl	266	318	309	252	334	331
Svs1	1	0	0	0	0	0
Svs2	0	0	0	0	0	0
Svs3a	0	0	0	0	0	0
Svs3b	0	0	0	0	0	0
Svs4	0	0	0	0	0	0
Svs5	0	0	0	0	0	0
Svs6	0	0	0	0	0	0
Swap70	457	489	556	493	570	575
Swi5	2201	2205	2513	2360	2455	2742
Swsap1	308	354	368	361	407	463
Swt1	509	443	532	525	532	554
Syap1	2756	3067	3281	3392	3521	3934
Sybu	25	36	48	50	60	50
Syce1	0	0	2	0	2	2
Syce1l	1	0	2	1	0	0
Syce2	52	69	78	82	86	87
Syce3	0	0	0	0	0	0
Sycn	3	8	8	6	4	1
Sycp1	0	0	0	0	0	0
Sycp1-ps1	0	0	0	0	0	0
Sycp2	9	8	10	5	4	6
Sycp3	322	414	520	332	483	419
Syde1	603	579	679	524	604	624
Syde2	369	438	499	388	375	292
Syf2	1535	1767	1776	1594	1604	1654
Syk	38	41	58	20	31	37
Sympk	1630	1890	1806	1860	1964	2291
Syn1	1	7	3	1	8	2
Syn2	1500	2020	1799	2260	2713	3055
Syn3	368	345	401	331	371	358
Syna	8	7	5	19	9	6
Synb	0	0	2	1	0	0
Sync	26	63	32	37	42	78
Syncrip	1726	2101	1979	1886	2153	2467
Syndig1	1	0	1	0	0	1
Syndig1l	0	0	0	0	0	0
Syne1	781	915	889	770	747	967
Syne2	3875	3937	4107	3887	3838	4689
Syne3	43	33	69	62	60	48
Syne4	491	376	563	442	382	335
Syngap1	103	118	98	132	135	163
Syngr1	746	794	910	859	902	894
Syngr2	1818	1991	1936	1793	2004	2195
Syngr3	8	8	12	9	7	6
Syngr4	1	7	2	13	4	1
Synj1	685	870	837	829	917	924
Synj2	48	70	57	64	91	59
Synj2bp	1879	2113	2199	2233	2453	2750
Synm	38	32	40	30	52	43
Synpo	1392	1015	1402	1307	918	1000
Synpo2	32	21	39	16	32	22
Synpo2l	28	24	26	15	13	5
Synpr	0	0	0	1	0	1
Synrg	1423	1534	1560	1571	1598	1831
Syp	392	467	426	438	626	562
Sypl	4009	4189	4914	3989	4493	4574
Sypl2	588	413	810	462	319	295
Sys1	947	1100	1083	1091	1251	1268
Syt1	7	5	11	18	7	4
Syt10	0	0	0	0	0	0
Syt11	358	416	416	345	427	476
Syt12	57	47	54	61	49	61
Syt13	5	4	7	5	12	5
Syt14	13	15	7	19	14	9
Syt15	10	14	17	5	5	7
Syt16	3	0	0	0	2	0
Syt17	207	289	245	216	184	256
Syt2	1	2	0	1	0	4
Syt3	205	233	246	225	220	209
Syt4	0	0	0	0	1	0
Syt5	4	17	12	4	8	6
Syt6	72	84	83	90	105	107
Syt7	1745	2308	2034	2893	3268	3327
Syt8	0	0	1	0	0	4
Syt9	54	47	58	49	21	62
Sytl1	79	113	109	86	98	97
Sytl2	353	324	386	326	314	289
Sytl3	52	26	68	21	28	30
Sytl4	265	273	267	223	305	355
Sytl5	38	37	38	31	25	29
Syvn1	967	1158	1116	1070	1153	1298
Szrd1	2577	2572	2950	2502	2629	2828
Szt2	620	703	679	719	802	798
T	1	0	0	0	0	0
T2	1	3	5	3	2	5
Taar1	0	1	0	0	0	1
Taar2	0	0	0	0	0	0
Taar3	0	0	0	0	0	0
Taar4	0	0	0	0	0	0
Taar5	0	0	0	0	1	0
Taar6	0	0	0	0	0	0
Taar7a	0	0	0	0	0	0
Taar7b	0	0	0	0	0	0
Taar7d	0	0	0	0	0	0
Taar7e	0	0	0	0	0	0
Taar7f	0	0	0	0	0	0
Taar8a	0	0	0	0	0	0
Taar8b	0	0	0	0	0	0
Taar8c	0	0	0	0	0	0
Taar9	0	0	0	0	0	0
Tab1	565	593	610	675	746	821
Tab2	2292	2508	2473	2338	2386	2511
Tab3	437	479	508	465	521	569
Tac1	0	0	0	0	0	0
Tac2	0	0	0	0	0	0
Tac4	2	1	1	1	0	1
Tacc1	2328	2797	2611	2366	2989	2858
Tacc2	3306	4153	3330	4287	5016	5362
Tacc3	158	108	149	159	129	222
Taco1	492	541	547	650	632	784
Tacr1	0	0	0	1	0	0
Tacr2	1	0	0	3	2	1
Tacr3	0	0	1	3	0	3
Tacstd2	3815	5398	4694	4285	5327	6897
Tada1	475	506	557	509	531	510
Tada2a	213	232	236	215	273	296
Tada2b	690	750	737	806	796	986
Tada3	381	448	437	397	473	460
Taf1	1090	1099	1100	1052	1158	1412
Taf10	726	731	814	694	752	814
Taf11	523	532	628	658	633	728
Taf12	492	613	557	563	586	559
Taf13	336	391	381	351	361	454
Taf15	1384	1529	1443	1358	1326	1551
Taf1a	0	0	0	0	0	0
Taf1b	256	226	282	275	290	354
Taf1c	196	196	187	158	201	237
Taf1d	187	196	218	195	159	137
Taf2	727	902	873	996	1021	1119
Taf3	456	617	555	520	583	572
Taf4a	760	1001	919	831	1001	1026
Taf4b	127	122	125	144	135	126
Taf5	132	108	143	120	134	140
Taf5l	455	478	443	477	486	509
Taf6	823	930	947	908	1009	1037
Taf6l	93	132	109	148	145	158
Taf7	201	207	244	193	207	220
Taf7l	0	0	0	0	0	0
Taf8	546	610	626	524	497	551
Taf9	296	263	304	320	345	364
Taf9b	522	454	547	555	532	520
Tagap	40	33	28	43	25	28
Tagap1	204	263	294	203	252	260
Tagln	473	423	649	270	374	384
Tagln2	3110	3404	3471	3790	3904	4680
Tagln3	6	5	6	7	4	6
Tal1	25	17	20	17	25	11
Tal2	7	8	11	6	15	5
Taldo1	4330	4575	4805	4830	5134	5676
Tamm41	224	220	245	252	277	295
Tanc1	4972	6301	5494	5335	6203	6948
Tanc2	1560	1686	1863	1767	2034	2169
Tango2	1293	1162	1562	1430	1377	1400
Tango6	199	170	207	193	177	222
Tank	508	660	616	597	692	763
Taok1	2080	2199	2246	2225	2299	2191
Taok2	1645	1902	1952	1827	2087	2211
Taok3	903	1093	1003	965	1087	1086
Tap1	356	416	468	473	593	632
Tap2	614	766	721	740	893	990
Tapbp	2328	2845	2779	3135	3759	4189
Tapbpl	316	373	349	361	380	479
Tapt1	1275	1565	1585	1434	1740	1546
Tarbp2	201	204	172	198	224	240
Tardbp	2540	2968	3237	3097	2932	3192
Tarm1	15	9	11	7	7	4
Tars	990	1131	1070	1240	1192	1448
Tars2	640	683	743	725	779	791
Tarsl2	466	581	596	599	578	710
Tas1r1	11	9	10	9	6	11
Tas1r2	2	1	2	1	2	0
Tas1r3	21	17	23	40	34	18
Tas2r102	0	0	0	0	0	0
Tas2r103	0	0	0	0	0	0
Tas2r104	0	0	0	0	0	0
Tas2r105	0	0	0	0	0	0
Tas2r106	0	0	0	0	0	0
Tas2r107	0	0	0	0	0	0
Tas2r108	2	0	1	0	0	0
Tas2r109	0	0	0	0	0	0
Tas2r110	0	0	0	0	0	0
Tas2r113	0	0	0	0	0	0
Tas2r114	0	0	0	0	0	0
Tas2r115	0	0	0	0	0	0
Tas2r116	0	0	0	0	0	0
Tas2r117	0	0	0	0	0	0
Tas2r118	0	0	0	0	0	0
Tas2r119	0	0	0	2	2	0
Tas2r120	0	0	0	0	0	0
Tas2r121	0	0	0	0	0	0
Tas2r122	0	0	0	0	0	0
Tas2r123	0	0	0	0	0	0
Tas2r124	0	0	0	0	0	0
Tas2r125	0	0	0	0	0	0
Tas2r126	0	0	0	0	0	0
Tas2r129	0	0	0	0	0	0
Tas2r130	0	0	0	0	0	0
Tas2r131	0	0	0	0	0	0
Tas2r134	0	0	0	0	0	0
Tas2r135	0	0	0	0	0	0
Tas2r136	0	0	0	0	0	0
Tas2r137	3	0	0	0	0	0
Tas2r138	0	0	1	0	0	0
Tas2r139	0	0	0	0	0	0
Tas2r140	0	0	0	0	0	0
Tas2r143	0	0	0	0	0	0
Tas2r144	0	0	0	0	0	0
Tasp1	268	328	353	289	326	411
Tat	0	0	0	0	0	0
Tatdn1	179	258	267	274	254	277
Tatdn2	987	1077	1135	1153	1171	1118
Tatdn3	179	189	214	201	223	246
Tax1bp1	6029	6063	7091	6480	6879	7356
Tax1bp3	196	254	184	216	213	254
Taz	1230	1441	1480	1362	1516	1623
Tbata	0	2	0	0	0	0
Tbc1d1	4565	4896	4548	7152	8309	9204
Tbc1d10a	826	909	956	892	933	918
Tbc1d10b	824	977	994	892	944	991
Tbc1d10c	11	13	19	17	7	14
Tbc1d12	371	387	430	365	430	405
Tbc1d13	2232	2142	2775	2485	2413	2582
Tbc1d14	2617	3280	2966	3433	3551	3973
Tbc1d15	970	1016	1118	1090	1246	1249
Tbc1d16	1581	1852	1948	1788	1788	2040
Tbc1d17	839	898	955	832	963	930
Tbc1d19	824	834	923	889	947	1050
Tbc1d2	771	1093	791	958	1099	1246
Tbc1d20	934	1135	1036	1044	1089	1124
Tbc1d21	2	0	0	0	0	0
Tbc1d22a	895	1097	1029	1070	1241	1333
Tbc1d22b	756	869	954	902	978	1167
Tbc1d22bos	13	13	15	22	12	17
Tbc1d23	731	815	838	703	769	932
Tbc1d24	636	802	684	874	1094	1218
Tbc1d25	238	356	337	270	329	348
Tbc1d2b	407	446	411	403	449	388
Tbc1d30	110	113	121	100	103	159
Tbc1d31	212	209	219	181	176	230
Tbc1d32	638	637	665	689	690	871
Tbc1d4	584	573	603	669	684	761
Tbc1d5	678	743	786	673	800	967
Tbc1d7	279	258	319	280	312	387
Tbc1d8	152	185	159	168	147	167
Tbc1d8b	912	981	986	1054	1105	1226
Tbc1d9	348	538	371	520	577	757
Tbc1d9b	2266	2354	2521	2497	2830	3063
Tbca	1138	1137	1168	1189	1337	1594
Tbcb	1295	1438	1396	1480	1562	1840
Tbcc	344	409	359	350	410	474
Tbccd1	519	639	600	550	598	669
Tbcd	838	948	917	1032	1016	1186
Tbce	427	475	477	542	565	590
Tbcel	2184	2048	2321	2078	2153	2412
Tbck	1232	1504	1304	1213	1735	1826
Tbk1	773	946	907	899	921	1070
Tbkbp1	70	62	97	66	79	78
Tbl1x	825	899	802	910	1044	1138
Tbl1xr1	896	963	1126	867	958	911
Tbl2	368	475	522	464	443	523
Tbl3	531	589	575	656	679	826
Tbp	445	554	535	486	468	536
Tbpl1	723	934	815	979	902	988
Tbpl2	0	3	0	2	0	0
Tbr1	0	1	0	0	1	1
Tbrg1	1291	1387	1355	1516	1614	1844
Tbrg3	2	1	1	1	1	0
Tbrg4	1088	1157	1226	1371	1387	1686
Tbx1	1	0	0	0	0	1
Tbx10	7	2	10	6	6	3
Tbx15	8	10	8	16	7	14
Tbx18	1	0	0	0	0	1
Tbx19	0	0	0	0	0	0
Tbx2	4464	5919	4946	5406	6516	7324
Tbx20	0	0	0	0	0	0
Tbx21	5	6	5	4	2	7
Tbx22	0	0	0	1	0	0
Tbx3	359	384	363	414	431	398
Tbx3os2	0	0	1	1	0	0
Tbx4	1	2	0	0	0	0
Tbx5	0	1	0	0	0	2
Tbx6	8	12	10	13	11	15
Tbxa2r	51	56	54	48	44	52
Tbxas1	240	186	241	320	289	233
Tc2n	77	92	157	74	111	111
Tcaim	872	811	919	917	886	944
Tcam1	1	5	0	0	2	1
Tcap	5	2	7	3	3	3
Tcea1	377	470	444	454	429	507
Tcea2	100	130	120	110	110	120
Tcea3	974	668	1233	824	755	695
Tceal1	301	332	376	294	373	350
Tceal3	78	51	58	100	103	167
Tceal5	37	56	46	54	31	79
Tceal6	0	0	0	0	0	0
Tceal7	1	0	0	0	0	0
Tceal8	1566	1559	1729	2081	2167	2383
Tceanc	103	155	153	130	163	139
Tceanc2	589	642	576	637	614	690
Tceb1	1107	1200	1209	1289	1233	1326
Tceb2	703	812	809	841	1011	1149
Tceb3	1126	1264	1269	1298	1294	1418
Tcerg1	759	821	788	715	898	857
Tcerg1l	4	0	0	1	0	4
Tcf12	1380	1587	1482	1467	1594	1796
Tcf15	11	14	8	15	15	10
Tcf19	236	278	270	325	291	378
Tcf20	778	833	918	856	868	974
Tcf21	276	206	274	196	207	157
Tcf23	3	3	5	5	0	2
Tcf24	301	234	300	271	238	232
Tcf25	4560	4965	4970	5277	5653	6131
Tcf3	716	803	820	699	768	765
Tcf4	631	640	662	602	701	601
Tcf7	14	10	25	6	22	13
Tcf7l1	330	409	387	335	493	330
Tcf7l2	339	335	389	319	348	299
Tcfl5	0	0	0	1	1	0
Tchh	361	280	423	243	267	239
Tchhl1	44	28	41	29	28	43
Tchp	269	274	253	219	297	293
Tcirg1	290	300	360	351	371	401
Tcl1	0	0	0	0	0	0
Tcl1b1	0	0	0	0	0	0
Tcl1b2	0	0	0	0	0	0
Tcl1b3	0	0	0	0	0	0
Tcl1b4	0	0	0	0	0	0
Tcl1b5	0	0	0	0	0	0
Tcn2	21669	17812	24368	21060	19437	19835
Tcof1	451	489	481	444	516	519
Tcp1	3478	3573	3817	3994	3831	4524
Tcp10a	0	0	0	0	0	0
Tcp10b	2	5	1	3	2	2
Tcp10c	0	0	0	0	0	0
Tcp11	65	107	77	64	104	103
Tcp11l1	72	94	90	81	107	120
Tcp11l2	749	801	993	850	1015	942
Tcstv1	0	0	0	0	0	0
Tcstv3	0	0	0	0	0	0
Tcta	1002	1090	1106	1046	1089	1301
Tcte1	0	0	0	0	0	0
Tcte2	37	52	50	38	39	48
Tcte3	0	0	0	0	0	0
Tctex1d1	0	0	1	0	0	0
Tctex1d2	179	196	218	177	191	234
Tctex1d4	0	0	1	1	0	0
Tctn1	147	152	174	178	175	137
Tctn2	408	430	422	422	470	443
Tctn3	261	330	278	372	412	434
Tdg	1	0	0	0	1	0
Tdgf1	0	0	0	0	0	0
Tdh	0	0	0	0	0	0
Tdo2	3	8	2	6	6	5
Tdp1	176	177	197	205	179	264
Tdp2	774	765	901	758	757	820
Tdpoz1	0	0	0	0	0	0
Tdpoz2	0	0	0	0	0	0
Tdpoz3	0	0	0	0	0	0
Tdpoz4	0	0	0	0	0	0
Tdpoz5	0	0	0	0	0	0
Tdrd1	1	6	6	1	8	6
Tdrd12	6	8	13	7	7	11
Tdrd3	990	1189	1156	1099	1073	1296
Tdrd5	71	62	73	84	41	56
Tdrd6	3	3	2	2	0	4
Tdrd7	1147	1208	1219	1342	1419	1539
Tdrd9	1	1	0	1	0	0
Tdrkh	79	84	79	70	90	102
Tdrp	2287	3271	2629	2960	3441	3592
Tead1	1675	1785	1761	1879	1706	1806
Tead2	58	54	67	42	53	78
Tead3	427	546	513	413	494	482
Tead4	11	11	19	14	16	8
Tec	320	371	466	367	329	370
Tecpr1	788	858	820	922	949	1098
Tecpr2	351	388	407	392	430	438
Tecr	2559	2667	2727	2692	2999	3278
Tecrl	0	0	0	0	0	0
Tecta	1	3	3	1	4	1
Tectb	0	0	0	0	1	0
Teddm1	0	0	0	0	0	0
Tef	2215	2285	3381	1421	1622	1345
Tefm	283	324	355	356	397	479
Tek	373	315	412	359	409	314
Tekt1	5	12	6	12	5	9
